engine,sync,kernel,threads,rows,cols,cells,gens_per_run,reps,gens_per_s_median,gens_per_s_min,gens_per_s_max,cell_updates_per_s,lat_samples,lat_mean_ns,lat_p50_ns,lat_p90_ns,lat_p99_ns,lat_p999_ns,lat_max_ns,timer_tick_ns,resolution_limited
barrier/bitslice,barrier,bitslice,10,64,64,4096,52330,5,300334,257011,501439,1.23017e+09,3800,3818.88,1541,9625,23083,37125,43500,41,0
atomic/scalar,atomic,scalar,1,64,64,4096,15535,5,155598,155059,157433,6.37328e+08,3800,6473.65,6250,6375,11375,24167,52333,41,0
atomic/scalar,atomic,scalar,2,64,64,4096,28151,5,277530,272289,301063,1.13676e+09,3800,3580.88,3334,3667,12291,17209,30750,41,0
atomic/scalar,atomic,scalar,4,64,64,4096,41661,5,382723,355730,424121,1.56763e+09,3800,2401.01,2125,2333,12500,16917,44250,41,0
atomic/scalar,atomic,scalar,6,64,64,4096,49966,5,293547,234113,341478,1.20237e+09,3800,3187.78,1750,2208,26500,34167,40500,41,0
atomic/scalar,atomic,scalar,8,64,64,4096,4329,5,43594.1,42123.5,45858.4,1.78561e+08,3800,22610.4,21250,34042,43791,50917,59917,41,0
atomic/scalar,atomic,scalar,10,64,64,4096,3709,5,38498.8,36905.2,39011.3,1.57691e+08,3800,27781.9,26292,39083,48167,54875,63459,41,0
atomic/bitslice,atomic,bitslice,1,64,64,4096,244242,5,2.39718e+06,2.38798e+06,2.42146e+06,9.81886e+09,3800,423.662,417,417,500,542,8667,41,0
atomic/bitslice,atomic,bitslice,2,64,64,4096,239784,5,2.39381e+06,2.26986e+06,2.61352e+06,9.80504e+09,3800,346.491,334,375,375,458,4958,41,1
atomic/bitslice,atomic,bitslice,4,64,64,4096,145282,5,1.41992e+06,1.40081e+06,1.46912e+06,5.81598e+09,3800,601.053,625,667,792,4792,11958,41,0
atomic/bitslice,atomic,bitslice,6,64,64,4096,119493,5,911673,712230,1.36818e+06,3.73421e+09,3800,622.982,625,625,750,750,1792,41,0
atomic/bitslice,atomic,bitslice,8,64,64,4096,22778,5,269399,130128,304430,1.10346e+09,3800,3578.74,959,13042,32833,37500,41125,41,0
atomic/bitslice,atomic,bitslice,10,64,64,4096,4553,5,44036.2,41201.4,50186.2,1.80372e+08,3800,23426.4,22125,35791,48042,64500,82083,41,0
serial/scalar,serial,scalar,1,128,128,16384,3607,5,36286.2,36269.4,36371.5,5.94512e+08,3800,27578.5,27333,27875,34875,41500,48208,41,0
serial/bitslice,serial,bitslice,1,128,128,16384,68600,5,687399,678480,688043,1.12623e+10,3800,1538.16,1541,1584,1834,2042,6584,41,0
mutex/scalar,mutex,scalar,1,128,128,16384,3634,5,36342.8,36083.7,36359.8,5.9544e+08,3800,27434.7,27292,27834,29250,35709,41750,41,0
mutex/scalar,mutex,scalar,2,128,128,16384,4481,5,44921.9,44886.9,45638.1,7.36001e+08,3800,22025.5,22875,23542,25292,27875,41375,41,0
mutex/scalar,mutex,scalar,4,128,128,16384,4964,5,49793.1,49479.7,49892.3,8.15809e+08,3800,19922.1,18459,24292,32792,56875,62500,41,0
mutex/scalar,mutex,scalar,6,128,128,16384,3986,5,40175.3,39720.3,40273.8,6.58232e+08,3800,25114.7,24667,32917,39333,46667,53000,41,0
mutex/scalar,mutex,scalar,8,128,128,16384,2947,5,29601.4,29341.8,29893.5,4.8499e+08,3800,33628.9,32792,43666,56208,68333,75750,41,0
mutex/scalar,mutex,scalar,10,128,128,16384,2424,5,24253.1,24107.4,24481.9,3.97363e+08,3800,41053.5,39625,55292,76042,85292,100708,41,0
mutex/bitslice,mutex,bitslice,1,128,128,16384,67972,5,676378,661941,680023,1.10818e+10,3800,1499.38,1500,1541,1833,2083,5875,41,0
mutex/bitslice,mutex,bitslice,2,128,128,16384,27097,5,281325,273845,292298,4.60922e+09,3800,3703.98,3834,4333,6292,8667,16125,41,0
mutex/bitslice,mutex,bitslice,4,128,128,16384,11177,5,111449,110904,112399,1.82598e+09,3800,8873.83,8208,12291,20333,23166,24708,41,0
mutex/bitslice,mutex,bitslice,6,128,128,16384,6111,5,61209.6,60098.7,61262.6,1.00286e+09,3800,16222.6,14458,24083,29542,34333,46750,41,0
mutex/bitslice,mutex,bitslice,8,128,128,16384,3697,5,34508.1,29607.4,38069.1,5.65381e+08,3800,27502.2,27583,38250,52958,67084,73125,41,0
mutex/bitslice,mutex,bitslice,10,128,128,16384,2771,5,27538.2,26962.5,27838.7,4.51186e+08,3800,36328,34000,53458,73250,84792,95500,41,0
barrier/scalar,barrier,scalar,1,128,128,16384,3638,5,36397.5,35627,36484.3,5.96337e+08,3800,27492.4,27292,27833,32208,40875,44250,41,0
barrier/scalar,barrier,scalar,2,128,128,16384,7039,5,70769.4,70249.6,71024.5,1.15949e+09,3800,14629.6,14333,15083,22166,33375,36708,41,0
barrier/scalar,barrier,scalar,4,128,128,16384,12936,5,128590,127067,128986,2.10682e+09,3800,7705.95,7667,7792,8834,13834,21625,41,0
barrier/scalar,barrier,scalar,6,128,128,16384,17448,5,169712,140671,173402,2.78056e+09,3800,5614.51,5500,5667,6500,22833,52542,41,0
barrier/scalar,barrier,scalar,8,128,128,16384,9936,5,96072.9,69156.4,99292.8,1.57406e+09,3800,10059.6,9750,9917,21666,33417,50041,41,0
barrier/scalar,barrier,scalar,10,128,128,16384,10821,5,111953,91910.3,112494,1.83424e+09,3800,8903.89,8166,8875,20958,35000,37208,41,0
barrier/bitslice,barrier,bitslice,1,128,128,16384,66719,5,667076,663271,669619,1.09294e+10,3800,1512.82,1500,1500,1625,6292,12208,41,0
barrier/bitslice,barrier,bitslice,2,128,128,16384,113286,5,1.08993e+06,1.04265e+06,1.12628e+06,1.78575e+10,3800,895.768,875,917,917,959,9208,41,0
barrier/bitslice,barrier,bitslice,4,128,128,16384,97251,5,972945,931100,976594,1.59407e+10,3800,1039.58,1041,1125,1125,1167,2709,41,0
barrier/bitslice,barrier,bitslice,6,128,128,16384,97375,5,976277,952687,1.00274e+06,1.59953e+10,3800,1011.82,1000,1042,1042,1125,6916,41,0
barrier/bitslice,barrier,bitslice,8,128,128,16384,64866,5,656583,628117,664357,1.07575e+10,3800,1483.87,1416,1667,1792,13500,22250,41,0
barrier/bitslice,barrier,bitslice,10,128,128,16384,56518,5,536437,413076,576553,8.78898e+09,3800,1789.51,1625,1833,3875,19041,97875,41,0
atomic/scalar,atomic,scalar,1,128,128,16384,3655,5,36474.1,36445.9,36514.3,5.97591e+08,3800,27492.2,27292,27833,32417,37167,44000,41,0
atomic/scalar,atomic,scalar,2,128,128,16384,7088,5,70978.5,70672,70995.5,1.16291e+09,3800,14098.7,14000,14333,14667,26916,30959,41,0
atomic/scalar,atomic,scalar,4,128,128,16384,12618,5,132342,130708,132406,2.16829e+09,3800,7652.94,7500,7708,10458,24667,55792,41,0
atomic/scalar,atomic,scalar,6,128,128,16384,17014,5,164064,155712,170059,2.68802e+09,3800,7862.56,5500,18458,21958,40750,65584,41,0
atomic/scalar,atomic,scalar,8,128,128,16384,3199,5,31859.1,31654.9,32407.3,5.21979e+08,3800,31549.2,31125,41125,49458,53250,91083,41,0
atomic/scalar,atomic,scalar,10,128,128,16384,2797,5,27887.2,27667.4,28023.8,4.56903e+08,3800,35890.1,34583,48250,59791,67166,71833,41,0
atomic/bitslice,atomic,bitslice,1,128,128,16384,67616,5,676769,675320,677594,1.10882e+10,3800,1485.73,1500,1500,1666,1709,10041,41,0
atomic/bitslice,atomic,bitslice,2,128,128,16384,119346,5,1.19645e+06,1.13033e+06,1.19873e+06,1.96027e+10,3800,869.276,875,875,1042,1084,1125,41,0
atomic/bitslice,atomic,bitslice,4,128,128,16384,108802,5,1.08442e+06,1.06803e+06,1.09128e+06,1.77672e+10,3800,917.489,958,1083,1084,1375,12084,41,0
atomic/bitslice,atomic,bitslice,6,128,128,16384,121137,5,1.21785e+06,1.17451e+06,1.22788e+06,1.99533e+10,3800,773.673,750,875,958,959,4833,41,0
atomic/bitslice,atomic,bitslice,8,128,128,16384,15239,5,166988,127551,218802,2.73592e+09,3800,16018.9,16500,31708,37542,44583,48750,41,0
atomic/bitslice,atomic,bitslice,10,128,128,16384,6418,5,46711.4,40117.6,56837.1,7.6532e+08,3800,24979.7,23375,36542,46083,48416,51458,41,0
serial/scalar,serial,scalar,1,256,256,65536,866,5,8673.25,8636.39,8686.48,5.6841e+08,3800,116095,115417,118084,126375,137083,210667,41,0
serial/bitslice,serial,bitslice,1,256,256,65536,18537,5,184825,184482,185322,1.21127e+10,3800,5384.59,5375,5417,5542,9542,12417,41,0
mutex/scalar,mutex,scalar,1,256,256,65536,867,5,8557.97,8395.37,8626.11,5.60855e+08,3800,116461,115417,119000,130834,156459,209459,41,0
mutex/scalar,mutex,scalar,2,256,256,65536,1423,5,14224,14158.7,14240.2,9.32185e+08,3800,70316.2,70292,71291,74208,108667,174208,41,0
mutex/scalar,mutex,scalar,4,256,256,65536,1962,5,20172.5,19149.7,20481.5,1.32203e+09,3800,49042.7,45750,65416,85000,110959,149208,41,0
mutex/scalar,mutex,scalar,6,256,256,65536,2396,5,24589.9,24460,24783,1.61152e+09,3800,40921.6,38334,50084,62166,81708,123458,41,0
mutex/scalar,mutex,scalar,8,256,256,65536,1705,5,16986.8,16778.1,17077.1,1.11325e+09,3800,59126.9,59208,68250,76875,86833,101042,41,0
mutex/scalar,mutex,scalar,10,256,256,65536,1534,5,15415.2,15400,15514.2,1.01025e+09,3800,64550.9,64334,78416,90750,109833,132875,41,0
mutex/bitslice,mutex,bitslice,1,256,256,65536,18505,5,184866,184339,185116,1.21154e+10,3800,5402.55,5375,5417,5625,8291,32416,41,0
mutex/bitslice,mutex,bitslice,2,256,256,65536,12375,5,123201,122269,126956,8.0741e+09,3800,8072.5,8084,8416,12333,15959,24417,41,0
mutex/bitslice,mutex,bitslice,4,256,256,65536,9785,5,98085.8,97154.7,98634.8,6.42815e+09,3800,10356.2,9750,13292,18000,24500,47917,41,0
mutex/bitslice,mutex,bitslice,6,256,256,65536,5642,5,56509.9,56134.1,56985.3,3.70343e+09,3800,17664.6,16084,24208,29792,40167,61375,41,0
mutex/bitslice,mutex,bitslice,8,256,256,65536,3451,5,34549.1,34402.7,34692.7,2.26421e+09,3800,28877.2,28583,39625,54834,75333,90292,41,0
mutex/bitslice,mutex,bitslice,10,256,256,65536,2584,5,26068.8,25915.1,26688.4,1.70845e+09,3800,38388.1,36541,54584,73334,86083,105666,41,0
barrier/scalar,barrier,scalar,1,256,256,65536,861,5,8621.84,8593.3,8635.12,5.65041e+08,3800,116176,115541,118416,127000,135167,138166,41,0
barrier/scalar,barrier,scalar,2,256,256,65536,1686,5,16882.6,16877.3,16898.9,1.10642e+09,3800,59411.3,59000,59959,68375,80167,123583,41,0
barrier/scalar,barrier,scalar,4,256,256,65536,3155,5,31577,31280.6,31891.5,2.06943e+09,3800,31399.4,31041,32500,36542,49459,58750,41,0
barrier/scalar,barrier,scalar,6,256,256,65536,4611,5,45973.8,45489.7,46790.6,3.01294e+09,3800,21641.9,21417,21792,25375,39167,107583,41,0
barrier/scalar,barrier,scalar,8,256,256,65536,2687,5,26711,26425.2,26832.2,1.75053e+09,3800,37731.2,36542,38416,53000,127875,442917,41,0
barrier/scalar,barrier,scalar,10,256,256,65536,3106,5,31517.1,30500.5,31797.7,2.06551e+09,3800,31572.3,29834,32250,69000,98500,115917,41,0
barrier/bitslice,barrier,bitslice,1,256,256,65536,18471,5,184131,183347,184339,1.20672e+10,3800,5415.01,5375,5459,5666,11958,24666,41,0
barrier/bitslice,barrier,bitslice,2,256,256,65536,34720,5,344835,338535,348484,2.25991e+10,3800,2882.14,2875,2917,3000,3083,9833,41,0
barrier/bitslice,barrier,bitslice,4,256,256,65536,44749,5,448523,436510,453632,2.93944e+10,3800,2131.69,2084,2292,2708,2792,2917,41,0
barrier/bitslice,barrier,bitslice,6,256,256,65536,49896,5,509154,498409,512850,3.33679e+10,3800,2026.8,2000,2250,2417,6583,30958,41,0
barrier/bitslice,barrier,bitslice,8,256,256,65536,30804,5,312200,296524,315136,2.04603e+10,3800,3239.33,3167,3417,3708,18375,34000,41,0
barrier/bitslice,barrier,bitslice,10,256,256,65536,34503,5,320435,314343,353192,2.1e+10,3800,2876.3,2500,2833,12666,21333,40000,41,0
atomic/scalar,atomic,scalar,1,256,256,65536,862,5,8639.65,8625.44,8660.62,5.66208e+08,3800,116494,115792,119125,129167,146125,242708,41,0
atomic/scalar,atomic,scalar,2,256,256,65536,1687,5,16899.7,16881.9,16909.8,1.10754e+09,3800,59981.2,59000,62500,76084,86541,152292,41,0
atomic/scalar,atomic,scalar,4,256,256,65536,2818,5,28591.3,27527.5,31605.8,1.87376e+09,3800,33189.7,31042,40292,50541,87166,123375,41,0
atomic/scalar,atomic,scalar,6,256,256,65536,4333,5,35459.4,34370.4,42437.7,2.32386e+09,3800,25898.4,21084,36083,42709,69541,80041,41,0
atomic/scalar,atomic,scalar,8,256,256,65536,1695,5,16814,16741.5,17055.6,1.10192e+09,3800,58989.5,58792,67334,73375,84959,88833,41,0
atomic/scalar,atomic,scalar,10,256,256,65536,1670,5,16773.2,15490.5,17385.4,1.09925e+09,3800,60068.1,58583,75750,89125,94500,99459,41,0
atomic/bitslice,atomic,bitslice,1,256,256,65536,16506,5,177835,105267,180670,1.16546e+10,3800,5626.53,5500,5709,7167,22084,33416,41,0
atomic/bitslice,atomic,bitslice,2,256,256,65536,32612,5,332725,328676,340615,2.18055e+10,3800,2948.93,2917,3042,3791,5167,13083,41,0
atomic/bitslice,atomic,bitslice,4,256,256,65536,43630,5,452499,407407,464321,2.9655e+10,3800,2596.49,2167,2958,13542,18625,20916,41,0
atomic/bitslice,atomic,bitslice,6,256,256,65536,45254,5,457696,448739,501888,2.99956e+10,3800,1943.96,1875,2125,2334,17375,36958,41,0
atomic/bitslice,atomic,bitslice,8,256,256,65536,4265,5,44631.9,42544.2,45235.2,2.92499e+09,3800,22522.4,22917,33667,39708,45167,48125,41,0
atomic/bitslice,atomic,bitslice,10,256,256,65536,3882,5,37973.8,37608.8,40036.7,2.48865e+09,3800,26016.8,24542,37625,47375,63542,122375,41,0
serial/scalar,serial,scalar,1,512,512,262144,216,5,2179.63,2168.19,2188.8,5.71377e+08,1656,463153,458333,478792,528250,599542,743750,41,0
serial/bitslice,serial,bitslice,1,512,512,262144,4728,5,47534.9,47250,47693.6,1.2461e+10,3800,20758.2,20708,20833,22708,26625,28291,41,0
mutex/scalar,mutex,scalar,1,512,512,262144,220,5,2184.59,2173.94,2192.03,5.72678e+08,1660,456629,453958,466959,494125,519834,571459,41,0
mutex/scalar,mutex,scalar,2,512,512,262144,408,5,4156.97,4128.76,4167.98,1.08972e+09,3159,242936,241459,251958,290042,384000,460791,41,0
mutex/scalar,mutex,scalar,4,512,512,262144,684,5,6844.01,6578.15,6883.02,1.79412e+09,3800,148904,134667,236542,269208,502083,589000,41,0
mutex/scalar,mutex,scalar,6,512,512,262144,957,5,9460.08,9041.53,9563.28,2.4799e+09,3800,110226,102292,135583,188542,216833,309125,41,0
mutex/scalar,mutex,scalar,8,512,512,262144,680,5,6811.22,6763.1,6847.03,1.78552e+09,3800,142578,139250,159709,193542,228000,241000,41,0
mutex/scalar,mutex,scalar,10,512,512,262144,763,5,7659.12,7550.46,7736.57,2.00779e+09,3800,130521,125042,154458,172291,190917,196000,41,0
mutex/bitslice,mutex,bitslice,1,512,512,262144,4726,5,47146.2,46506.9,47216.7,1.23591e+10,3800,21323,20750,21250,30917,56959,74625,41,0
mutex/bitslice,mutex,bitslice,2,512,512,262144,5098,5,51179.3,51040.8,51663.8,1.34163e+10,3800,18056.4,18375,20375,26208,62459,87583,41,0
mutex/bitslice,mutex,bitslice,4,512,512,262144,5522,5,55981.5,55029.5,56699.7,1.46752e+10,3800,17828.8,17250,20500,31500,54750,63000,41,0
mutex/bitslice,mutex,bitslice,6,512,512,262144,4223,5,42138.6,41922.3,42705.8,1.10464e+10,3800,23865.9,23000,31583,39750,49750,70042,41,0
mutex/bitslice,mutex,bitslice,8,512,512,262144,3054,5,30642.5,30189.2,31047.2,8.03276e+09,3800,33176.6,32375,44416,59792,71875,77375,41,0
mutex/bitslice,mutex,bitslice,10,512,512,262144,2528,5,23579.4,20339.9,25553.9,6.18119e+09,3800,43937.5,41750,61084,90833,114542,254709,41,0
barrier/scalar,barrier,scalar,1,512,512,262144,210,5,2134.94,2110.79,2176.55,5.59662e+08,1622,459996,455459,472459,529333,570333,680333,41,0
barrier/scalar,barrier,scalar,2,512,512,262144,426,5,4252.43,4061.74,4269.05,1.11475e+09,3231,236418,232625,246958,282500,337584,353250,41,0
barrier/scalar,barrier,scalar,4,512,512,262144,815,5,8035.2,5870.65,8199.54,2.10638e+09,3800,133113,121500,153584,297833,610583,1.55462e+06,41,0
barrier/scalar,barrier,scalar,6,512,512,262144,1044,5,10259.7,8924.31,11424.3,2.68952e+09,3800,83524.9,81375,83583,156458,228667,242000,41,0
barrier/scalar,barrier,scalar,8,512,512,262144,604,5,5457.49,5395.84,5498.72,1.43065e+09,3800,184764,189584,207791,219584,231209,234292,41,0
barrier/scalar,barrier,scalar,10,512,512,262144,574,5,5794.64,5773.17,5813.07,1.51903e+09,3800,170923,172792,198042,223375,382917,522459,41,0
barrier/bitslice,barrier,bitslice,1,512,512,262144,4654,5,46925.3,46636.8,47204.8,1.23012e+10,3800,21196.2,20709,21417,29375,36458,111208,41,0
barrier/bitslice,barrier,bitslice,2,512,512,262144,9248,5,91779.2,89681.2,92249.2,2.40594e+10,3800,11129.5,10833,11208,20292,29167,39583,41,0
barrier/bitslice,barrier,bitslice,4,512,512,262144,14619,5,153948,153318,158147,4.03567e+10,3800,7060.55,6250,9833,10584,21167,52500,41,0
barrier/bitslice,barrier,bitslice,6,512,512,262144,16992,5,166878,153108,181650,4.3746e+10,3800,5709.22,4417,6208,20041,213917,528167,41,0
barrier/bitslice,barrier,bitslice,8,512,512,262144,10206,5,107885,72028,114033,2.82815e+10,3800,13220.2,8125,27333,66000,121458,264625,41,0
barrier/bitslice,barrier,bitslice,10,512,512,262144,5453,5,65896.1,52289.8,70500.5,1.72743e+10,3800,11235.2,7875,19458,35375,54459,62500,41,0
atomic/scalar,atomic,scalar,1,512,512,262144,216,5,2161.97,1123.92,2178.3,5.66747e+08,1643,519010,472833,557541,1.32683e+06,3.3625e+06,4.79954e+06,41,0
atomic/scalar,atomic,scalar,2,512,512,262144,387,5,3930.41,3678.33,4003.85,1.03033e+09,2987,245324,242250,264834,289667,335417,348708,41,0
atomic/scalar,atomic,scalar,4,512,512,262144,736,5,7374.45,7342.38,7438.12,1.93317e+09,3800,137133,132709,150625,252417,277375,340459,41,0
atomic/scalar,atomic,scalar,6,512,512,262144,921,5,8419.37,7377.6,9289.23,2.20709e+09,3800,160233,143500,204042,433541,4.16329e+06,1.7116e+07,41,0
atomic/scalar,atomic,scalar,8,512,512,262144,620,5,6122.58,6003.85,6222.8,1.605e+09,3800,157027,150875,195042,261125,401167,651000,41,0
atomic/scalar,atomic,scalar,10,512,512,262144,752,5,7359.9,6858.39,7453.5,1.92935e+09,3800,136588,127125,166791,227500,294917,360708,41,0
atomic/bitslice,atomic,bitslice,1,512,512,262144,4642,5,46692.8,46329.6,46815.4,1.22402e+10,3800,21318.3,20708,21916,33208,39959,92834,41,0
atomic/bitslice,atomic,bitslice,2,512,512,262144,8436,5,83952.3,82486.9,84857.4,2.20076e+10,3800,11996.2,10666,14083,28542,53625,61833,41,0
atomic/bitslice,atomic,bitslice,4,512,512,262144,11190,5,114835,111603,120030,3.01034e+10,3800,10288.7,6792,19125,43083,89958,202292,41,0
atomic/bitslice,atomic,bitslice,6,512,512,262144,7215,5,83898.4,79031.5,87757.1,2.19935e+10,3800,14287.9,9750,31458,42292,51208,66333,41,0
atomic/bitslice,atomic,bitslice,8,512,512,262144,3280,5,33068.2,32973.2,33937.5,8.66863e+09,3800,30889.6,30083,41875,57333,69625,129500,41,0
atomic/bitslice,atomic,bitslice,10,512,512,262144,2898,5,28426,27911.7,29633.2,7.45171e+09,3800,34168.3,32416,46959,61000,69084,75459,41,0
serial/scalar,serial,scalar,1,1024,1024,1048576,53,5,531.511,530.124,535.445,5.5733e+08,404,1.86228e+06,1.85554e+06,1.93325e+06,1.99912e+06,2.05962e+06,2.05962e+06,41,0
serial/bitslice,serial,bitslice,1,1024,1024,1048576,1166,5,11453.8,11391.5,11519.4,1.20102e+10,3800,84957,82958,90625,105459,121167,153667,41,0
mutex/scalar,mutex,scalar,1,1024,1024,1048576,53,5,537.393,524.835,539.192,5.63497e+08,408,1.99285e+06,1.88079e+06,2.15292e+06,4.66312e+06,7.09383e+06,7.09383e+06,41,0
mutex/scalar,mutex,scalar,2,1024,1024,1048576,99,5,1025.42,940.132,1026.4,1.07523e+09,779,976549,967375,1.01812e+06,1.20588e+06,1.41579e+06,1.51892e+06,41,0
mutex/scalar,mutex,scalar,4,1024,1024,1048576,187,5,1953.56,1895.97,1961.16,2.04845e+09,1484,529086,501667,615375,918375,980417,1.0215e+06,41,0
mutex/scalar,mutex,scalar,6,1024,1024,1048576,224,5,2286.8,2231.42,2470.11,2.39789e+09,1738,432342,397833,549166,661375,875458,977875,41,0
mutex/scalar,mutex,scalar,8,1024,1024,1048576,216,5,2200.43,1892.41,2281.05,2.30732e+09,1672,438088,423291,490042,580750,715209,784917,41,0
mutex/scalar,mutex,scalar,10,1024,1024,1048576,197,5,2367.83,2192.95,2400.85,2.48285e+09,1800,407021,399666,466958,613083,833709,872000,41,0
mutex/bitslice,mutex,bitslice,1,1024,1024,1048576,952,5,11265.8,11234.6,11318.2,1.18131e+10,3800,84973.6,82916,90208,105458,123792,142708,41,0
mutex/bitslice,mutex,bitslice,2,1024,1024,1048576,1847,5,18118.2,17878.1,18257.7,1.89983e+10,3800,56392.7,54583,66375,99500,147917,180792,41,0
mutex/bitslice,mutex,bitslice,4,1024,1024,1048576,2322,5,22953.4,19868,23833,2.40684e+10,3800,45422.9,39917,63125,99916,165542,234416,41,0
mutex/bitslice,mutex,bitslice,6,1024,1024,1048576,2021,5,21890.2,21328.3,22476.3,2.29535e+10,3800,45905.1,45167,60167,76667,92500,98541,41,0
mutex/bitslice,mutex,bitslice,8,1024,1024,1048576,1883,5,19302.1,18884.5,19449.2,2.02397e+10,3800,50572.2,49333,64417,82667,98458,126625,41,0
mutex/bitslice,mutex,bitslice,10,1024,1024,1048576,1765,5,16605.2,15582.2,17118.4,1.74118e+10,3800,58608.2,57833,73959,96042,117542,130500,41,0
barrier/scalar,barrier,scalar,1,1024,1024,1048576,54,5,536.988,523.601,540.486,5.63072e+08,408,1.85797e+06,1.85125e+06,1.91921e+06,1.97275e+06,1.9935e+06,1.9935e+06,41,0
barrier/scalar,barrier,scalar,2,1024,1024,1048576,106,5,1062.72,1036.1,1066.23,1.11434e+09,808,1.02906e+06,932417,978667,3.909e+06,7.23775e+06,8.66283e+06,41,0
barrier/scalar,barrier,scalar,4,1024,1024,1048576,204,5,2050.94,2023.08,2056.3,2.15056e+09,1558,497842,480833,531750,685792,1.63812e+06,2.48238e+06,41,0
barrier/scalar,barrier,scalar,6,1024,1024,1048576,235,5,2355.53,2278.2,2423.05,2.46995e+09,1790,439538,401125,610417,671584,715875,728166,41,0
barrier/scalar,barrier,scalar,8,1024,1024,1048576,199,5,1898.21,1873.53,1939.41,1.99042e+09,1443,517177,508750,564500,688958,921875,1.12946e+06,41,0
barrier/scalar,barrier,scalar,10,1024,1024,1048576,214,5,2190.53,2026.75,2206.36,2.29694e+09,1665,466501,451917,518291,736042,1.19617e+06,1.751e+06,41,0
barrier/bitslice,barrier,bitslice,1,1024,1024,1048576,1145,5,11372,11153.1,11393.2,1.19244e+10,3800,85086,82709,90834,107250,120625,187042,41,0
barrier/bitslice,barrier,bitslice,2,1024,1024,1048576,2251,5,22237.2,22157.4,22361.9,2.33174e+10,3800,43557.9,42125,47375,59083,71916,82209,41,0
barrier/bitslice,barrier,bitslice,4,1024,1024,1048576,4143,5,41242,41027.6,41614.5,4.32454e+10,3800,23199.6,22083,25708,40458,63459,69792,41,0
barrier/bitslice,barrier,bitslice,6,1024,1024,1048576,4345,5,43466.2,42458.9,45053.2,4.55777e+10,3800,21822,15250,41208,58292,104208,262334,41,0
barrier/bitslice,barrier,bitslice,8,1024,1024,1048576,2795,5,27608,24275.6,27927,2.89491e+10,3800,36554.8,31041,47625,89875,149583,316208,41,0
barrier/bitslice,barrier,bitslice,10,1024,1024,1048576,2795,5,29348.2,28689.1,30738.9,3.07739e+10,3800,31457.8,26750,44542,68250,97625,107292,41,0
atomic/scalar,atomic,scalar,1,1024,1024,1048576,53,5,538.073,536.735,539.133,5.64211e+08,409,1.85794e+06,1.85075e+06,1.91892e+06,1.97967e+06,2.02908e+06,2.02908e+06,41,0
atomic/scalar,atomic,scalar,2,1024,1024,1048576,104,5,1049.52,1046.55,1053.03,1.1005e+09,798,958705,958250,993875,1.04792e+06,1.15121e+06,1.19358e+06,41,0
atomic/scalar,atomic,scalar,4,1024,1024,1048576,194,5,1944.34,1909.39,1945.8,2.03879e+09,1478,510595,496875,544541,813958,924833,937041,41,0
atomic/scalar,atomic,scalar,6,1024,1024,1048576,242,5,2419.39,2379.87,2470.34,2.53692e+09,1839,404252,364042,538333,594958,635458,671958,41,0
atomic/scalar,atomic,scalar,8,1024,1024,1048576,235,5,2351.73,2344.4,2366.02,2.46597e+09,1787,426828,418500,464875,515084,554250,563500,41,0
atomic/scalar,atomic,scalar,10,1024,1024,1048576,253,5,2493.26,2295.45,2546.53,2.61437e+09,1895,397108,400834,425625,500000,553750,612834,41,0
atomic/bitslice,atomic,bitslice,1,1024,1024,1048576,1165,5,11402.3,11354.3,11412.4,1.19562e+10,3800,85062.8,82792,90834,104917,118459,125542,41,0
atomic/bitslice,atomic,bitslice,2,1024,1024,1048576,2160,5,21200,20923,21571.6,2.22299e+10,3800,45336.8,42167,54334,67750,86792,101041,41,0
atomic/bitslice,atomic,bitslice,4,1024,1024,1048576,3373,5,33715.1,32098.9,35109.1,3.53528e+10,3800,29087.3,23334,38500,62291,87292,222750,41,0
atomic/bitslice,atomic,bitslice,6,1024,1024,1048576,3255,5,31037.1,28234,32573.7,3.25448e+10,3800,46648.9,31250,63583,309459,803833,1.57033e+06,41,0
atomic/bitslice,atomic,bitslice,8,1024,1024,1048576,1920,5,18633.8,17919.6,19021.4,1.95389e+10,3800,52921.7,52458,66500,83083,112834,191667,41,0
atomic/bitslice,atomic,bitslice,10,1024,1024,1048576,1888,5,18373.4,18141.3,19312.1,1.92659e+10,3800,51180.4,50250,65333,77958,87000,93042,41,0
serial/scalar,serial,scalar,1,2048,2048,4194304,16,5,135.332,134.71,136.051,5.67622e+08,103,7.35731e+06,7.35458e+06,7.46279e+06,7.56467e+06,7.57817e+06,7.57817e+06,41,0
serial/bitslice,serial,bitslice,1,2048,2048,4194304,257,5,2432.61,2427.38,2441.01,1.02031e+10,1849,363745,357917,382542,416542,471000,475959,41,0
mutex/scalar,mutex,scalar,1,2048,2048,4194304,16,5,135.17,133.511,135.773,5.66945e+08,103,7.36812e+06,7.35017e+06,7.52692e+06,7.71033e+06,7.73267e+06,7.73267e+06,41,0
mutex/scalar,mutex,scalar,2,2048,2048,4194304,26,5,264.826,199.523,266.532,1.11076e+09,201,3.74428e+06,3.74333e+06,3.79638e+06,3.88067e+06,3.95462e+06,3.95462e+06,41,0
mutex/scalar,mutex,scalar,4,2048,2048,4194304,51,5,513.373,474.182,515.079,2.15324e+09,390,2.02676e+06,1.9595e+06,2.23088e+06,2.69196e+06,4.16996e+06,4.16996e+06,41,0
